id,bid,user_id,用户昵称,微博正文,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4497308597559741,IEPrlvIDj,5856655393,无敌小胖磊磊,昨天一个渣男大队长#罗志祥周扬青分手#今天又来了一个渣男小队长#屈楚萧黎梵#这瓜吃的一波又一波啊🍉🍉🍉他俩应该来一首“兄弟抱一下”,赤峰,,"罗志祥周扬青分手,屈楚萧 黎梵",0,0,3,2020-04-24 18:49,Redmi K20 Pro 真旗舰,,,
4497308571650111,IEPrj6VgH,1998501547,B_____oooooooooooo,#罗志祥周扬青分手#吃了两天的🍉，眼睛都看肿了,长沙·五一广场,,罗志祥周扬青分手,0,2,1,2020-04-24 18:49,iPhone客户端,['http://ww3.sinaimg.cn/large/771eb6abgy1ge51tj5a3kj21hp1zknpd.jpg'],,
4497308471683188,IEPr973Sc,7391866039,娱乐昱,极限挑战罗志祥嘲笑王迅后欲哭无泪，张艺兴智商上线表情拽拽的#罗志祥周扬青分手##彭昱畅承认恋情#L娱乐昱的微博视频,,,"罗志祥周扬青分手,彭昱畅承认恋情",1,0,3,2020-04-24 18:49,微博云剪,,"http://f.video.weibocdn.com/kmcNezoplx07CKD4k8MU01041200APwG0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587753935&ssig=T2YvcWDTuU&KID=unistore,video",
4497308458539482,IEPr7zPvA,5398645619,我是个吉祥物,#罗志祥周扬青分手##张雨绮剪章鱼腿#,,,"罗志祥周扬青分手,张雨绮剪章鱼腿",0,1,1,2020-04-24 18:49,,"['http://ww1.sinaimg.cn/large/005Tmallgy1ge51u1ypy6j30rs0en3zy.jpg', 'http://ww4.sinaimg.cn/large/005Tmallgy1ge51u2e5xfj30hs09z74x.jpg']",,
4497308412437211,IEPr3ae1R,5754446017,菅井友香锤锤腿,以偏概全以前“偏”是小部分群体，是用下体思考的人我们会说一小部分用下体思考的人并不能形容所有的人都是用下体思考。现在“偏”是小部分群体，是用脑子思考的人也就是说，小部分用脑子思考的人并不能形容所有的人都是在用脑子思考。#屈楚萧黎梵##鲍毓明##罗志祥周扬青分手#,,,"屈楚萧 黎梵,鲍毓明,罗志祥周扬青分手",1,0,4,2020-04-24 18:49,nova5 人像超级夜景,,,
4497017092587422,IEHRbaR6C,1906574915,小刀环游地球,今天罗志祥的瓜包括后面又看有人扒出罗志祥潘玮柏ins小号一系列…我觉得最让人心疼的就是周扬青那句：再也不用为了你看懂而打繁体字了…不论事情真相与否吧，我觉得女生单单在感情里放低姿态去爱对方，然后还得不到对方同理可得的爱挺心酸。总有人说爱就是不平等的，总要有一方多付出一点，这个观点我常觉得挺混蛋的，就凭一方的喜欢另一方就可以在感情里为所欲为，那这种追逐游戏什么时候是头呢？全世界舔狗串成一条人体蜈蚣吗？爱一个人不就是希望对方也爱自己吗，“跪下”让对方不停的欺负这算哪门子爱情？这难道不是厉鬼索命吗？#罗志祥周扬青分手#,,,罗志祥周扬青分手,0,0,37,2020-04-23 23:31,iPhone客户端,,,
4497017072129587,IEHR98W0b,5626953914,之媪,#罗志祥周扬青分手#我一直以为421是4月21号周跟罗分手！万万没想到,,,罗志祥周扬青分手,0,8,2,2020-04-23 23:31,iPhone客户端,['http://ww1.sinaimg.cn/large/0068O7Lcly1ge44bvlfn6j30pc1azn2m.jpg'],,
4497017063930530,IEHR8guvE,3924337181,Alawysme,某人说他要是罗志祥，他有钱也这样做，说男人都这样！崩了我的三观#罗志祥##罗志祥周扬青分手#,,,"罗志祥,罗志祥周扬青分手",0,0,4,2020-04-23 23:31,HUAWEI Mate30 Pro 5G,,,
4497017059709288,IEHR7EJPq,6311414821,搞笑奇葩鉴赏,#吐槽罗志祥大会#罗志祥和周扬青分手这事一出，网友的段子是挡也挡不住了！这条微博用来收录其他罗志祥的吐槽……#迷惑行为大赏#,,,"吐槽罗志祥大会,迷惑行为大赏",4,5,25,2020-04-23 23:31,搞笑超话,"['http://ww2.sinaimg.cn/large/006T83jfly1ge44cauvv8j30v808ijt7.jpg', 'http://ww3.sinaimg.cn/large/006T83jfly1ge44cb097kj30v806k75g.jpg', 'http://ww1.sinaimg.cn/large/006T83jfly1ge44cba8nxj30v90qmdhx.jpg', 'http://ww1.sinaimg.cn/large/006T83jfly1ge44cbm9y6j30v90q3mz6.jpg', 'http://ww3.sinaimg.cn/large/006T83jfly1ge44cbuf0gj30v90b0dgp.jpg', 'http://ww2.sinaimg.cn/large/006T83jfly1ge44cc2r4fj30sq079wg3.jpg', 'http://ww4.sinaimg.cn/large/006T83jfly1ge44ccgpmvj30tz088aav.jpg', 'http://ww2.sinaimg.cn/large/006T83jfly1ge44ccqigpj30tz08jt9c.jpg', 'http://ww1.sinaimg.cn/large/006T83jfly1ge44ccvoqaj30tz08nmy8.jpg']",,
4497017051285400,IEHR75oog,3829689684,Yu安L,#罗志祥周扬青分手#我问过很多身边的朋友无论是友情还是爱情没走到最后遗憾吗答案出奇的一致不成年人的世界里爱而不得是常态只是想起来会惋惜没能有下一个十年,,,罗志祥周扬青分手,0,0,5,2020-04-23 23:31,iPhone客户端,,,
4497017026019292,IEHR4pfTm,2652805022,门仓大使,#罗志祥周扬青分手#说实话，门不当户不对的婚姻，不会幸福你以为自己是唯一其实你是百分之一,,,罗志祥周扬青分手,0,0,0,2020-04-23 23:31,,,,
4497017017788518,IEHR3wG9g,5634460946,腿精娘娘在盯着你看,#翻译精的不定期打卡#打卡今天，罗志祥周扬青官宣分手，彭昱畅官宣恋情。这个世界，每一天都有人欢喜有人忧。所以勇敢一点吧，勇敢的接受发生的一切，都好好的。没有后悔药，没有回头路。,,,翻译精的不定期打卡,0,1,6,2020-04-23 23:31,iPhone客户端,['http://ww3.sinaimg.cn/large/0069jCGmly1ge44903elhj33342bcx6q.jpg'],,
4497016938008356,IEHQVxBl2,7290799435,咖啡与茶51891,#罗志祥周扬青分手#哇塞，大瓜,,,罗志祥周扬青分手,0,0,0,2020-04-23 23:30,iPhone客户端,,,
4497016892027953,IEHQR8vyV,2189512862,百诺恩股东溏心圆Mom,百诺恩吃瓜不如赚钱9年错付又怎么样女人最终要自己能赚钱想走就走想叫你滚就滚找个好圈子才能找到好男人本年度最有力的品牌开放式等待你的加入抢钱抢人的时候没有时间多废话[勾引]#罗志祥周扬青分手#L百诺恩股东溏心圆Mom的微博视频,宜兴市,,罗志祥周扬青分手,0,0,1,2020-04-23 23:30,百诺恩超话,,"http://f.video.weibocdn.com/XHQosecjlx07CJlvoMCs01041200abFb0E010.mp4?label=mp4_ld&template=652x360.25.0&trans_finger=647b8232579b0b23561398fc756ef4ae&Expires=1587753942&ssig=twm5xlmiEX&KID=unistore,video",
4497016858536361,IEHQNzOHf,2005461417,喵喵喵_喵咩啊_Michelle,#罗志祥周扬青分手#罗志祥，你真的毁了很多人的三觀！周揚青，加油💪將來必定能找到更好的另一半的,,,罗志祥周扬青分手,0,0,0,2020-04-23 23:30,,,,
4497016836910341,IEHQLsZH7,7226767497,丽妆一线,《周扬青承认和罗志祥分手！手机同时曝出与不同女子玩游戏，与化妆师》O周扬青承认和罗志祥分手！手机同时曝出与不同女子玩游戏，与化妆师,,,,0,0,0,2020-04-23 23:30,皮皮时光机,,,
4497029097040124,IEIaxtxso,5604857650,求甜少女-,#罗志祥周扬青分手##罗志祥#今天一打开DY全是他这视频承包了我这一周的笑点哈哈哈哈哈哈哈哈哈哈哈哈L求甜少女-的微博视频,,,"罗志祥周扬青分手,罗志祥",0,8,12,2020-04-24 00:19,iPhone客户端,,"http://f.video.weibocdn.com/DsUFWUuzlx07CJoQ25aw0104120047C30E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587753949&ssig=63IpBRVJMX&KID=unistore,video",
4497029025918530,IEIaqoPGa,5576111167,嘉嘉睡醒啦,今早起来(可能不是早上是中午了吧)习惯性喊了男朋友一声看他还在睡默默打开了手机翻了翻朋友圈，看见都在说罗志祥和周扬青分手，于是我打开了微博看了周扬青的文字。周杨青的那一段话里面让我觉得她最难过的一句是“可是这么爱我的一个人，又怎么会做出这些呢”是的在爱情中很多女孩都像周扬青一样，如此相信一个男生以至于当他做了对不起你的事你都难以相信，我也一样。了解我的朋友都会觉得我可能一直在恋爱中，但是很少有人知道我的认真。情窦初开时很认真很努力的喜欢一个人，其实刚开始都是他主动我也只是觉得他还蛮顺眼的而已，后来慢慢变成我更认真，懂得女孩子可能已经猜到结果了吧。没错我也周扬青了，你永远不会知道一个男生朋友圈都是你而且不屏蔽任何人的情况下更没有多个微信的人也会出轨，因为那个出轨对象并不介意我的存在。最后我结束了这段感情，我没有勇气去像周扬青一样写长文只是和小姐妹一起哭诉了好久，乃至于后来恋爱安全感极差。其实好多人也都有疑问，阚清子的五年，周扬青的九年，朋友请听好里面听众的十年，爱情究竟给女孩带来了什么呢？其实每段爱情都是有危险的，今天爱上你，明天也有可能移情别恋；就算结婚了，也可能离婚；就算没有离婚，也可能产生婚外情；如果每一个人都想着为了一个肯定的结果才开始一段爱情的话，那么这个世界上就再也不会有人相爱了。和一个人在一起，如果他每天都给你正能量，让你每天都能高兴的起床，每夜都能安心入睡，做每一件事都充满了动力，对未来永远满怀期待，那么恭喜你爱对了人。一段合适的感情，从来都不会是以爱对名义互相折磨，而是互相陪伴，成为彼此的阳光。姐妹们不要因为这个事就不相信爱情了，也不要莫名其妙的怀疑自己的男朋友，这只是个例，不要因为个例否定爱情。也不要因此就一定想看看男朋友的手机。如果一个人真的想去出轨或怎么样，他可以完全不会让你发现，爱情不是侦探游戏，如果你真的发现了什么难受的还是自己。男生也一样，选择了在一起就不要做那些事，不想在一起可以分手不要拿女孩子真心当勋章。没有一个女生能从男生的手机中走出也没有一个男生能在女生的层层逼问中存留。爱彼此就相信ta。最后用周扬青的一句话来结束“终于不用再为他去打繁体字了”说出这句话是解脱，更是成长。愿所有感情都能得到归属。永远年轻，永远相信爱情。#罗志祥周扬青分手##周扬青终于不用为了你打繁体了#,沈阳·海逸诗阁,,"罗志祥周扬青分手,周扬青 终于不用为了你打繁体了",2,3,22,2020-04-24 00:18,vivo 全新水滴屏手机,,,
4497028987791856,IEIamwH16,1071279874,胜祥之道,好久没有写过这么长（一万多字）的文章了《九年痴梦一朝醒半是遗憾半难过-------评罗志祥与周扬青分手》@罗志祥@周扬青，今天在修改一下就发表。,,"罗志祥,周扬青",,0,0,1,2020-04-24 00:18,微博 weibo.com,,,
4497028979326870,IEIalD8lo,3286629491,Olson_Gu,#罗志祥周扬青分手#有一说一，朱碧石的体力还是不错的。还没到三点，我已经困得不行。,上海·华滨家园,,罗志祥周扬青分手,0,0,1,2020-04-24 00:18,HUAWEI P30,,,
4497028975411414,IEIalmHKS,2282028844,唬唬的小世界,#罗志祥周扬青分手#你的偶像找你约，你会约吗？,深圳·绿景花园二期,,罗志祥周扬青分手,0,0,0,2020-04-24 00:18,iPhone客户端,,,
4497028920622610,IEIag2BY6,1594369162,八两的con小分队,#罗志祥周扬青分手##罗志祥回应##周扬青同款#戴上同款让你看清渣男及时止损❗️,,,"罗志祥周扬青分手,罗志祥回应,周扬青同款",0,0,0,2020-04-24 00:18,iPhone X,['http://ww2.sinaimg.cn/large/5f08248aly1ge45qldilaj20u00mhtg0.jpg'],,
4497028912203209,IEIaf9f9D,5014856295,_火火Lee_,看了微博罗志祥周扬青分手挺难受的，她也和我说过情侣之间要互相信任，我喜欢她所以我也相信了。但是看了微博我坐不住了，我也偷偷看了她的手机，我承认我慌了。毕竟她真的也很优秀，但我看完就放心了，吴宣仪手机里真的没问题。,,,,1,13,17,2020-04-24 00:18,HUAWEI P30 Pro,,,
4497028882734383,IEIacbtkX,5461277280,进退之分,#罗志祥周扬青分手##罗志祥回应#这421总汇里说的原来是这个意思啊！！,,,"罗志祥周扬青分手,罗志祥回应",0,1,2,2020-04-24 00:18,iPhone客户端,"['http://ww1.sinaimg.cn/large/005XAXHqly1ge45q8gzh9j30is0ngwg1.jpg', 'http://ww3.sinaimg.cn/large/005XAXHqly1ge45q7ugrdj30mu1dgqd0.jpg']",,
4497028870352206,IEIab1tCK,5856975325,奶糖味的言舒,#421pdf链接#吃了一天的瓜！不行我要缓缓！！眼花缭乱了！#罗志祥周扬青分手##罗志祥回应#,,,"421pdf链接,罗志祥周扬青分手,罗志祥回应",0,1,1,2020-04-24 00:18,华为手机 畅享玩不停,,,
4497028849554435,IEIa8E5xN,3320248667,杨阳小肥阳,我就真的遇到过晚上和我连着麦聊到后半夜，还和其他女生各种骚，电话一断或者占线就说是家人打过来，关键他白天也得工作，我真的有些时候不服也不行，太会合理利用时间了，不是不怀疑他，只是怀疑他的24小时咋和我的24小时不一样？不过后来还好及时止损了#罗志祥周扬青分手##渣男#,,,"罗志祥周扬青分手,渣男",0,2,1,2020-04-24 00:18,微博国际版,,,
4497028824035574,IEIa6gVPU,6050188159,_月光限定轨迹,#罗志祥周扬青分手#罗志祥再渣也能陪周扬青聊到凌晨三四点而你呢,,,罗志祥周扬青分手,0,0,1,2020-04-24 00:18,荣耀20,['http://ww3.sinaimg.cn/large/006BrYjZly1ge45qkrtd2g30a00a0kjm.jpg'],,
4497028811911040,IEIa5819e,6962300472,偏执小桃子,#罗志祥周扬青分手#我天！421这是什么世纪文档啊各种砸晕人的大瓜我一人已承受不来L偏执小桃子的微博视频,,,罗志祥周扬青分手,0,10,11,2020-04-24 00:18,iPhone客户端,,"http://f.video.weibocdn.com/wjzyzagLlx07CJoLdAms010412001Ygv0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=81b11b8c5ffb62d33ceb3244bdd17e7b&Expires=1587753949&ssig=eJLr9SevVv&KID=unistore,video",
4497028794550979,IEIa3j5UT,1733315665,王大淇淇,果然没有一个人可以笑着从男朋友的手机里走出来.如果可以，那他一定还有第二部#渣男##罗志祥周扬青分手#,,,"渣男,罗志祥周扬青分手",0,0,1,2020-04-24 00:17,iPhone客户端,,,
4497028791119021,IEIa34H6J,5842527142,曲艺qy_,手机真是一个好东西可以留住记忆还可以留住秘密#罗志祥周扬青分手#,长春,,罗志祥周扬青分手,0,0,3,2020-04-24 00:17,iPhone客户端,['http://ww2.sinaimg.cn/large/006noEcKly1ge45osb1aej30u80u0k1d.jpg'],,
4497028782179907,IEIa2995N,5549377325,Healer冧,#罗志祥周扬青分手##罗志祥手机#周扬青发声明，宣布已经和罗志祥分手！长期多人运动？三观尽毁课代表已经给你们整理好421页瓜啦🍉一次性吃瓜到位快上车#罗志祥回应#,,,"罗志祥周扬青分手,罗志祥手机,罗志祥回应",0,4,1,2020-04-24 00:17,微博极速版,"['http://ww1.sinaimg.cn/large/0063yCxTgy1ge45qe711ej30u01hcn8o.jpg', 'http://ww2.sinaimg.cn/large/0063yCxTgy1ge45qeq0cuj30u01hcqct.jpg']",,
4497028778196475,IEIa1yohd,3568856683,无条件爱豆,真郁闷，宣布在一起时，我郁闷了很久现在分手了，我估计又得郁闷很久，颠覆了在我心中的美好形象#罗志祥周扬青分手##罗志祥#,吉安·吉安县,,"罗志祥周扬青分手,罗志祥",0,2,0,2020-04-24 00:17,iPhone客户端,"['http://ww2.sinaimg.cn/large/d4b86e6bgy1ge45opgj1uj20go0citav.jpg', 'http://ww1.sinaimg.cn/large/d4b86e6bgy1ge45op3q2kj20ss0hijva.jpg']",,
4497280415091716,IEOHTlmAs,3300468701,Ivy-LIC,#罗志祥周扬青分手#娱乐圈太平常了，包括咱们平民世界也就这样，认清渣男，“洁身自好”O罗志祥周扬青分手，对于这个瓜你怎么看?,,,罗志祥周扬青分手,0,0,0,2020-04-24 16:57,iPhone客户端,,,
4497280314476329,IEOHJiMuR,3243919160,小蚊子呀zzzz,吃瓜群众表示：周扬青到底啥背景，怎么怼过她的人不一会就出来道歉…#罗志祥周扬青分手#,,,罗志祥周扬青分手,1,0,4,2020-04-24 16:57,iPhone客户端,,,
4497280272591234,IEOHFaS66,5393519681,喜欢上了现在的我,一会罗志祥，一会屈楚萧……都是欲望太多，徒增添烦恼，无论男方，还是女方，都有值得自己反省的地方，不要去拿那些本不属于你们的东西。#罗志祥周扬青分手##屈楚萧黎梵#,,,"罗志祥周扬青分手,屈楚萧 黎梵",0,0,3,2020-04-24 16:57,HUAWEI nova 3,,,
4497280214076787,IEOHzh6yD,6464350698,天府芙蓉园,天辣！最近真的忙晕啦，吃瓜的时间都没有，蓉儿周震南网了！有没有科代表给蓉儿总结一下#罗志祥周扬青分手##罗志祥道歉#,成都·天府芙蓉园,,"罗志祥周扬青分手,罗志祥道歉",0,3,0,2020-04-24 16:57,iPhone客户端,"['http://ww4.sinaimg.cn/large/0073tKUWgy1ge4ykw2vkkg308e08ex6p.jpg', 'http://ww2.sinaimg.cn/large/0073tKUWgy1ge4ykz4xjgj30n012uaou.jpg']",,
4497280172461463,IEOHvakl1,6130560996,一只上海大叔,#罗志祥##罗志祥周扬青分手##罗志祥道歉#这是崩到硬茬了，小猪要跪。,,,"罗志祥,罗志祥周扬青分手,罗志祥道歉",0,0,0,2020-04-24 16:56,微博 weibo.com,['http://ww1.sinaimg.cn/large/006GTcY4gy1ge4ylrl9iqj30gi070t8x.jpg'],,
4497280142510098,IEOHsawZs,6312804110,娱乐纳,经过九年恋爱长跑分手网传罗志祥周扬青冷战，这是真的吗#罗志祥周扬青分手##周扬青终于不用为了你打繁体了#L娱乐纳的微博视频,,,"罗志祥周扬青分手,周扬青 终于不用为了你打繁体了",0,1,0,2020-04-24 16:56,微博云剪,,"http://f.video.weibocdn.com/Qu3RYYo2lx07CKvlpPGg01041200eav70E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&Expires=1587753959&ssig=uoHCUEo5NF&KID=unistore,video",
4497280038129462,IEOHhy6Qm,1221723820,基层成长记录,【迟到是最低级的错误】我最讨厌迟到，也很反感别人迟到。迟到是最低级的错误，往往低级错误最后酿成大错。长期迟到的人，通常有如下的特点：1.没有自律意识。经常迟到会松懈自己，根本没有自律可言。人的惰性是可以发芽的，一处有惰性，处处有惰性。松懈的心态会很直观反映在你的工作和生活中，只是你自己麻痹了意识。2.随意践踏规矩。不准迟到早退是最基本的考勤制度，从小就灌输的规矩。随意迟到，缺乏对规矩的敬畏，对规矩都能随意践踏，更不用指望他的道德约束。3.侥幸心理严重随意迟到的人有严重的侥幸心理，觉得偶尔迟到一次不会有什么问题。侥幸心理严重的人，最终会吃大亏。重大事故最终调查，都是责任人存在侥幸心理导致的。所有酒驾也是驾驶人有侥幸心理，以为路上没有交警。有个同事，以前总喜欢去香港拖奶粉，抱着侥幸心理，并不是每次都打报告申请外出。后来准备提拔他做科长时，发现他的违规出境，最终不光科长当不了，还背了处分。4.忽略他人感受你的迟到某种程度是牺牲的他人时间，那你明知道别人会等你还是不在乎，那说明你内心不在乎对方的感受，你的时间，你的感受在他心目中不值一提。所以不要犯迟到这种低级错误，很容易酿成弥天大祸。另外，姑娘们辨别渣男其实没那么难，要学会从小事情判断人品，如约会喜欢迟到的人，渣男的概率大得多。习惯迟到，和习惯出轨的心态某种程度上是一样的。没有自律，没有道德规矩，存在侥幸心理以为不会被发现，就算被抓到了也没事，反正不太在乎你感受。不聊了，我约的教练上健身减肥课，这次又要迟到了。@凯瑟琳大王@黄浦橘长夫人@我爱我班奚老师#职场##罗志祥##罗志祥周扬青分手#,,"凯瑟琳大王,黄浦橘长夫人,我爱我班奚老师","职场,罗志祥,罗志祥周扬青分手",7,11,14,2020-04-24 16:56,HUAWEI Mate 30 5G,,,
4497279945935434,IEOH8oU4O,5244312158,到2021我再改名,觉得娱乐圈应该树立好的风气，作为公众人物，就应该管理好自己的私生活。#罗志祥周扬青分手##屈楚萧黎梵#,,,"罗志祥周扬青分手,屈楚萧 黎梵",0,0,4,2020-04-24 16:55,iPhone客户端,,,
4497279928646440,IEOH6AhkI,6273275653,重庆lnStyle朱浪,超A发型#罗志祥人设##罗志祥周扬青分手#,重庆·同创国际,,"罗志祥人设,罗志祥周扬青分手",0,0,1,2020-04-24 16:55,iPhone X,"['http://ww1.sinaimg.cn/large/006Qy1znly1ge4yk4kg1kj30mi0u0agj.jpg', 'http://ww2.sinaimg.cn/large/006Qy1znly1ge4yk43uhjj30mi0u0dlp.jpg']",,
4497279915997224,IEOH5pa9q,2875703124,抱抱--熊--甜甜,duo姐妹们来吃瓜了，#罗志祥道歉#421页链接PDF今天太热闹了#罗志祥周扬青分手#我的天呀，这是件值得研究的事情，我要研究一下421事件了O绿洲,,,"罗志祥道歉,罗志祥周扬青分手",0,0,0,2020-04-24 16:55,微博 weibo.com,,,
4497279760903696,IEOGQ3N5K,6882901465,就爱种口红,《罗志祥周扬青分手实锤！一个内涵整容，一个品牌抄袭，内涵对方？》O罗志祥周扬青分手实锤！一个内涵整容，一个品牌抄袭，内涵对方？,,,,0,0,0,2020-04-24 16:55,微博 weibo.com,,,
4497279719380156,IEOGLDmcQ,1217114831,曾同学Zero,#罗志祥道歉##罗志祥周扬青分手#不懂就问……,,,"罗志祥道歉,罗志祥周扬青分手",0,0,0,2020-04-24 16:55,See微博客户端,['http://ww1.sinaimg.cn/large/488bb2cfly1ge4yjwziigj22pg3tt1kx.jpg'],,
4497279651890174,IEOGF7VIG,2824884367,涐訆譚謀謀,duo#罗志祥周扬青分手#一听到这个消息，我震惊了，实在难以接受#421页明星八卦pdf#读完了这个以后我才相信，真的是这样的#罗志祥道歉#，姐妹一起吃瓜哦。O绿洲,,,"罗志祥周扬青分手,421页明星八卦pdf,罗志祥道歉",0,0,0,2020-04-24 16:54,微博 weibo.com,,,
4497279593156394,IEOGzdf7A,2998187247,四月华少,来一趟贵阳，就是为了你。罗志祥和周扬青分手，我深表痛心！因此，我决定自2020年5月1日起凡姓罗和姓周的客户找我商业承兑汇票贴现的，价格一律优惠。别问为什么，因为我还相信爱情。,毕节,,,0,2,0,2020-04-24 16:54,荣耀10 AI变色更潮美,"['http://ww2.sinaimg.cn/large/b2b4b4efly1ge4yj89hxoj2140140e0x.jpg', 'http://ww3.sinaimg.cn/large/b2b4b4efly1ge4yj8rvoaj20m709m75t.jpg']",,
4497294206018448,IEP48pfFK,6378182122,如何呀哈,#罗志祥道歉##罗志祥周扬青分手#看完421真的是刷新了我的三观分享哦,,,"罗志祥道歉,罗志祥周扬青分手",0,13,3,2020-04-24 17:52,荣耀8X,['http://ww3.sinaimg.cn/large/006XEcxcly1ge5040jlwnj30qo0fft9g.jpg'],,
4497294123060496,IEP40cQaQ,5539403584,玺雯乐见No1,#屈楚萧万籽麟##罗志祥周扬青分手#周扬青:“可是一个这么爱我的人，又怎么会做出这些呢。”万籽麟:“刚刚得知被分手。”最近恐恋恐婚的女性怕是又要增多了,深圳·深南中,,"屈楚萧 万籽麟,罗志祥周扬青分手",2,14,135,2020-04-24 17:52,iPhone客户端,,,
4497293988300352,IEP3MyPiE,3201007660,病不正,吃瓜吃得罗志祥成为我的经常访问了#罗志祥周扬青分手##经常访问第一名但没有关注#,,,"罗志祥周扬青分手,经常访问第一名但没有关注",0,0,0,2020-04-24 17:51,小米6 拍人更美,,,
4497293850313588,IEP3z1jzS,1625541024,大橙子咙咚锵,#开脑洞时间#1.周扬青为什么会这个时间点公布分手？（疫情和占公共资源这个理由，咳～）2.为什么#罗志祥周扬青分手#后421娱乐圈内幕大批量爆出来了？3.贵圈舆情处理都是一个瓜盖一个瓜，罗志祥的瓜刚出来，彭彭的瓜立刻出来了，可惜热度没压下去！那彭彭的瓜是谁放出来的？4.那罗志祥的瓜是谁放出来的？罗志祥的上一个瓜是……嘶！,,,"开脑洞时间,罗志祥周扬青分手",0,3,1,2020-04-24 17:51,有良心的iPhone客户端,,,
4497293782704576,IEP3sblAc,5456593061,煎大排字幕组,女孩子们，感性思维是一种优势，是天赐的礼物，不要被拳师拿来利用赚流量恰饭#罗志祥周扬青分手##张雨绮剪八爪鱼#,,,"罗志祥周扬青分手,张雨绮剪八爪鱼",0,2,5,2020-04-24 17:50,卖大排攒的iPhone XS,,,
4497293636487587,IEP3drdIv,5651920879,微情话语录,周扬青有多厉害！看看就知道。周扬青与罗志祥爱龄9年，最终因为翻了罗志祥手机导致分手，期间发现罗志祥长期与公司旗下艺人、化妆师都存有不正当关系，并且时常与兄弟们一起进行“多人运动”。假如这种事件发生在普通人身上，当女方付出的九年的爱情，最后被男方狠狠恶心了一把，女生多半会心如死灰，不想再提。而周扬青则不同，她继续自己的生活、事业。虽然大家早已知情他俩分手事件，只是当事人未公开说明。让大众误以为他俩冷静、成熟，好聚好散。没想到，待国内疫情控制得差不多时，周扬青站出来，明确分手，并列举罗志祥的种种。罗志祥，一线全能明星，40岁的中年男人，花花世界里二十余载，不婚主义。周扬青是他唯一在交往期间正式公开，并持续秀恩爱的人，他还经常为她的品牌做男装模特。恋爱时，她能保持独立，持续成长，努力做好自己的品牌。分手时，她能列举罗志祥的“种种事件”，并牵扯出众多艺人。罗志祥昨天才表示不再多解释，今天便公开向周扬青道歉。这一举动让网友怀疑周扬青手上有“料”，才让罗志详出来道歉。郑爽也公开评论周扬青：“你的9年我心疼，你的文字，还爱他”，以表示心疼周扬青，并且周的文字里还带着对罗的爱，或许是指周没下狠手，又或许是指文字里的心有不甘。可以说，周扬青是一位非常了不起的女孩。她能与罗志祥恋爱9年，能引起娱乐圈的动荡，能掀起全网沸腾。这两天，全网都在心疼周扬青，而我觉得，她是个了不起的女生。,昆明,,,0,3,28,2020-04-24 17:50,iPhone 6s,,,
4497293623053097,IEP3ccOfv,6339958921,瘦瘦今天有爱你喔,#罗志祥周扬青分手#理性吃瓜一起磕磕嘛抠111,,,罗志祥周扬青分手,0,0,0,2020-04-24 17:50,nova5Pro人像超级夜景,"['http://ww2.sinaimg.cn/large/006V3OVXgy1ge505bj129j30ta12m0y7.jpg', 'http://ww1.sinaimg.cn/large/006V3OVXgy1ge505bw9aaj30m80683yz.jpg', 'http://ww3.sinaimg.cn/large/006V3OVXgy1ge505cdkpvj30u01t0qcm.jpg']",,
4497293329700196,IEP2IEHsM,5557288129,朝来云又晴,每日一问：渣男今天去死了嘛.#罗志祥周扬青分手##屈楚萧否认恋情##屈楚萧黎梵#,,,"罗志祥周扬青分手,屈楚萧否认恋情,屈楚萧 黎梵",0,1,14,2020-04-24 17:49,vivo AI智慧拍照X21i,['http://ww2.sinaimg.cn/large/00645Ovvly1ge503272s2j30gq0bvjtp.jpg'],,
4497293229410390,IEP2yDu4u,5359438816,SelfdDiscipline,#罗志祥周扬青分手#站周扬青为啥？谁的粉也不是也没蹭就是看评论区里面的人三观太不正太恶心这帮人三观咋想的？在一起九年耽误人家九年九年期间出轨？群体运动？你男朋友女朋友那样你能受的了？还是你就是罗志祥那种人？为你自己找借口？真是什么人喜欢什么人啊垃圾该分类啊！,,,罗志祥周扬青分手,0,4,8,2020-04-24 17:48,iPhone 11,,,
4497293191093696,IEP2v4Awg,6064522725,曹梦丫丫丫,#罗志祥周扬青分手##屈楚萧黎梵#天呢娱乐圈真乱看了421真的颠覆三观屈楚萧前女友再开锤屈楚萧！！说恋爱期间屈楚萧有特殊癖好！！多次动手打女生，对女性极其不尊重！天呐！来来来这两个还有一起吃瓜的么#屈楚萧黎梵#,,,"罗志祥周扬青分手,屈楚萧 黎梵",3,9,10,2020-04-24 17:48,iPhone XS Max,,,
